term_id,term,df,total_tf,fields,field_count
T029594,mnmt,1,2,"mdc, normalized_transliteration",2
T029595,mrmr,1,2,"mdc, normalized_transliteration",2
T029597,mzj,1,2,mdc,1
T029601,pawtjw.pl,1,2,"mdc, normalized_transliteration",2
T029602,plj,1,2,"mdc, normalized_transliteration",2
T029613,rrw,1,2,"mdc, normalized_transliteration",2
T029614,rwryt,1,2,"mdc, normalized_transliteration",2
T029615,sa.t.pl,1,2,"mdc, normalized_transliteration",2
T029618,sabdt,1,2,"mdc, normalized_transliteration",2
T029622,shdi,1,2,lemma_forms,1
T029630,stkn.wy,1,2,"mdc, normalized_transliteration",2
T029638,thnj,1,2,normalized_transliteration,1
T029645,wanra,1,2,"mdc, normalized_transliteration",2
T029662,dry,1,2,"mdc, normalized_transliteration",2
T029680,n-sa,1,2,"mdc, normalized_transliteration",2
T029688,rdf,1,2,"mdc, normalized_transliteration",2
T029707,6-nt,1,2,"mdc, normalized_transliteration",2
T029709,7.t,1,2,"mdc, normalized_transliteration",2
T029715,__.kwj,1,2,"mdc, normalized_transliteration",2
T029716,__.w.pl,1,2,"mdc, normalized_transliteration",2
T029717,___-htp,1,2,"mdc, normalized_transliteration",2
T029718,___.y,1,2,"mdc, normalized_transliteration",2
T029719,__bw,1,2,"mdc, normalized_transliteration",2
T029722,__wj,1,2,"mdc, normalized_transliteration",2
T029727,_mt,1,2,"mdc, normalized_transliteration",2
T029735,a.duwj,1,2,"mdc, normalized_transliteration",2
T029742,aabf,1,2,"mdc, normalized_transliteration",2
T029743,aag.n,1,2,"mdc, normalized_transliteration",2
T029748,aat-ntr,1,2,"mdc, normalized_transliteration",2
T029750,ab.n,1,2,"mdc, normalized_transliteration",2
T029751,aba.pl,1,2,"mdc, normalized_transliteration",2
T029754,abi.t,1,2,"mdc, normalized_transliteration",2
T029761,aha-aw,1,2,"mdc, normalized_transliteration",2
T029764,aiy,1,2,normalized_transliteration,1
T029765,ajrrf,1,2,"mdc, normalized_transliteration",2
T029768,amam.pl,1,2,"mdc, normalized_transliteration",2
T029777,aq.tw,1,2,"mdc, normalized_transliteration",2
T029778,aqa.pl,1,2,"mdc, normalized_transliteration",2
T029779,ar.du,1,2,"mdc, normalized_transliteration",2
T029781,arryt.pl,1,2,"mdc, normalized_transliteration",2
T029783,aryt.pl,1,2,"mdc, normalized_transliteration",2
T029791,awi.j,1,2,"mdc, normalized_transliteration",2
T029792,awi.n,1,2,"mdc, normalized_transliteration",2
T029793,awnt.pl,1,2,"mdc, normalized_transliteration",2
T029800,baf-hrj-jb-tawjf,1,2,"mdc, normalized_transliteration",2
T029805,bak.tw,1,2,"mdc, normalized_transliteration",2
T029806,bara.pl,1,2,"mdc, normalized_transliteration",2
T029813,bja.y,1,2,"mdc, normalized_transliteration",2
T029814,bjat-n-pt,1,2,"mdc, normalized_transliteration",2
T029828,bw-rhj,1,2,"lemma_forms, normalized_transliteration",2
T029829,bwj,1,2,normalized_transliteration,1
T029835,daz,1,2,lemma_forms,1
T029836,db_,1,2,"mdc, normalized_transliteration",2
T029839,dbqbq,1,2,lemma_forms,1
T029850,dga.y,1,2,"mdc, normalized_transliteration",2
T029854,di.pl,1,2,"mdc, normalized_transliteration",2
T029858,dm.y,1,2,"mdc, normalized_transliteration",2
T029861,dmms,1,2,"mdc, normalized_transliteration",2
T029865,dpj.t,1,2,"mdc, normalized_transliteration",2
T029866,dpwt-ntr,1,2,"mdc, normalized_transliteration",2
T029868,drf.n,1,2,"mdc, normalized_transliteration",2
T029869,drwpl,1,2,"mdc, normalized_transliteration",2
T029877,dsr.tpl,1,2,"mdc, normalized_transliteration",2
T029880,dsrt.du,1,2,"mdc, normalized_transliteration",2
T029883,dwaw.pl,1,2,"mdc, normalized_transliteration",2
T029886,dy.pl,1,2,"mdc, normalized_transliteration",2
T029887,f__,1,2,"mdc, normalized_transliteration",2
T029888,fak.w,1,2,"mdc, normalized_transliteration",2
T029891,fntj.pl,1,2,"mdc, normalized_transliteration",2
T029900,gebietest,1,2,translation,1
T029901,ghrt,1,2,normalized_transliteration,1
T029910,grw.pl,1,2,"mdc, normalized_transliteration",2
T029912,gxrt,1,2,mdc,1
T029919,hab.y,1,2,"mdc, normalized_transliteration",2
T029920,hai.y.tj,1,2,"mdc, normalized_transliteration",2
T029935,hbu.w,1,2,"mdc, normalized_transliteration",2
T029940,hekenemmaat,1,2,translation,1
T029949,hm-ntr-tpj,1,2,"mdc, normalized_transliteration",2
T029952,hmh,1,2,normalized_transliteration,1
T029954,hmi.wt,1,2,"mdc, normalized_transliteration",2
T029956,hms.wt,1,2,"mdc, normalized_transliteration",2
T029957,hmt-ntr,1,2,"mdc, normalized_transliteration",2
T029967,hnnn,1,2,lemma_forms,1
T029968,hnttj,1,2,"mdc, normalized_transliteration",2
T029974,hpws,1,2,normalized_transliteration,1
T029976,hr-m-hr,1,2,"mdc, normalized_transliteration",2
T029999,hrj-trwt,1,2,"mdc, normalized_transliteration",2
T030001,hrj.pl-tp,1,2,"mdc, normalized_transliteration",2
T030002,hrj.w.pl-tp.w.pl,1,2,"mdc, normalized_transliteration",2
T030003,hrjt-jb,1,2,"mdc, normalized_transliteration",2
T030015,hrwrw.pl,1,2,"mdc, normalized_transliteration",2
T030016,hrwrwt.pl,1,2,"mdc, normalized_transliteration",2
T030021,hsi.tw,1,2,"mdc, normalized_transliteration",2
T030022,hsst,1,2,"mdc, normalized_transliteration",2
T030023,hsst.pl,1,2,"mdc, normalized_transliteration",2
T030025,htft,1,2,normalized_transliteration,1
T030027,htp-ntrpl,1,2,"mdc, normalized_transliteration",2
T030028,htp-nzw,1,2,"mdc, normalized_transliteration",2
T030029,htpst,1,2,"mdc, normalized_transliteration",2
T030030,htpt.pl-ntr,1,2,"mdc, normalized_transliteration",2
T030031,htpw-ntr,1,2,"mdc, normalized_transliteration",2
T030034,hwi-dndrw,1,2,"mdc, normalized_transliteration",2
T030038,hwt-hrw-m-hat,1,2,"mdc, normalized_transliteration",2
T030043,hwt-ka-nbt-r-dr,1,2,"mdc, normalized_transliteration",2
T030045,hwt-kapl-nbt-r-dr,1,2,"mdc, normalized_transliteration",2
T030052,hwwt.pl,1,2,"mdc, normalized_transliteration",2
T030054,hwwtj.w,1,2,"mdc, normalized_transliteration",2
T030067,jar.n,1,2,"mdc, normalized_transliteration",2
T030073,jdbw,1,2,"mdc, normalized_transliteration",2
T030075,jdr.wt,1,2,"mdc, normalized_transliteration",2
T030084,jma.pl,1,2,"mdc, normalized_transliteration",2
T030085,jmj-a,1,2,"mdc, normalized_transliteration",2
T030087,jmj-bah,1,2,"mdc, normalized_transliteration",2
T030088,jmj-dwat,1,2,"mdc, normalized_transliteration",2
T030089,jmj-hawf,1,2,"mdc, normalized_transliteration",2
T030091,jmj-jb-nj-nbf-maa,1,2,"mdc, normalized_transliteration",2
T030093,jmj-mhnf,1,2,"mdc, normalized_transliteration",2
T030094,jmj-pr,1,2,"mdc, normalized_transliteration",2
T030103,jmj-ra-hz.w.pl,1,2,"mdc, normalized_transliteration",2
T030114,jmj-ra-pr-hsb-jt,1,2,"mdc, normalized_transliteration",2
T030121,jmj-ra-snapl,1,2,"mdc, normalized_transliteration",2
T030128,jmj-snwt,1,2,"mdc, normalized_transliteration",2
T030132,jmj-wnwt,1,2,"mdc, normalized_transliteration",2
T030135,jmj.pl-dat,1,2,"mdc, normalized_transliteration",2
T030139,jmj.w.pl-hat.pl,1,2,"mdc, normalized_transliteration",2
T030147,jmn-kapl,1,2,"mdc, normalized_transliteration",2
T030150,jnb.w-jtj,1,2,"mdc, normalized_transliteration",2
T030153,jnh.wj,1,2,"mdc, normalized_transliteration",2
T030155,jni-dif,1,2,"mdc, normalized_transliteration",2
T030156,jni-htp,1,2,"mdc, normalized_transliteration",2
T030158,jni.ka,1,2,"mdc, normalized_transliteration",2
T030159,jni.kat,1,2,"mdc, normalized_transliteration",2
T030166,jnt-aat,1,2,"mdc, normalized_transliteration",2
T030169,jp-jbpl,1,2,"mdc, normalized_transliteration",2
T030170,jp.tj,1,2,"mdc, normalized_transliteration",2
T030171,jpas,1,2,"mdc, normalized_transliteration",2
T030179,jr.duwj,1,2,"mdc, normalized_transliteration",2
T030182,jri-rnf-dsf,1,2,"mdc, normalized_transliteration",2
T030185,jri.w.y,1,2,"mdc, normalized_transliteration",2
T030189,jrj-rd.du-n-nb-ta.du,1,2,"mdc, normalized_transliteration",2
T030193,jrj.wy,1,2,"mdc, normalized_transliteration",2
T030194,jrj.y,1,2,"mdc, normalized_transliteration",2
T030195,jrp.w,1,2,"mdc, normalized_transliteration",2
T030197,jrpj,1,2,"mdc, normalized_transliteration",2
T030198,jrpj.w,1,2,"mdc, normalized_transliteration",2
T030201,jrr.pl,1,2,"mdc, normalized_transliteration",2
T030204,jrt-m-jrt,1,2,"mdc, normalized_transliteration",2
T030205,jrt.du.pl,1,2,"mdc, normalized_transliteration",2
T030208,jrtj.du,1,2,"mdc, normalized_transliteration",2
T030210,jry.n,1,2,"mdc, normalized_transliteration",2
T030213,jssa.w,1,2,"mdc, normalized_transliteration",2
T030216,jth.pl,1,2,"mdc, normalized_transliteration",2
T030217,jti-ta.du,1,2,"mdc, normalized_transliteration",2
T030220,jtrw.du,1,2,"mdc, normalized_transliteration",2
T030224,jw-zp-2,1,2,"mdc, normalized_transliteration",2
T030229,jwi.k,1,2,"mdc, normalized_transliteration",2
T030234,jwntj.pl,1,2,"mdc, normalized_transliteration",2
T030238,jy-m-jat-jb,1,2,"mdc, normalized_transliteration",2
T030243,jzftj.pl,1,2,"mdc, normalized_transliteration",2
T030246,ka-dd,1,2,"mdc, normalized_transliteration",2
T030261,karjf,1,2,"mdc, normalized_transliteration",2
T030264,kawawj.pl,1,2,"mdc, normalized_transliteration",2
T030265,kay.pl,1,2,"mdc, normalized_transliteration",2
T030268,kk.wtj,1,2,lemma_forms,1
T030272,kmwj,1,2,"mdc, normalized_transliteration",2
T030278,ksj.w,1,2,"mdc, normalized_transliteration",2
T030279,kss.w,1,2,"mdc, normalized_transliteration",2
T030283,m-aba,1,2,"mdc, normalized_transliteration",2
T030286,m-bnra,1,2,"mdc, normalized_transliteration",2
T030287,m-bwnra,1,2,"mdc, normalized_transliteration",2
T030290,m-dj.ayt,1,2,"mdc, normalized_transliteration",2
T030292,m-haw-n,1,2,"mdc, normalized_transliteration",2
T030295,m-hrpl,1,2,"mdc, normalized_transliteration",2
T030296,m-hwra,1,2,"mdc, normalized_transliteration",2
T030304,m-n-dr,1,2,"mdc, normalized_transliteration",2
T030305,m-phr,1,2,"lemma_forms, normalized_transliteration",2
T030316,m__,1,2,"mdc, normalized_transliteration",2
T030319,maa-n-jtif,1,2,"mdc, normalized_transliteration",2
T030321,maa.w.pl,1,2,"mdc, normalized_transliteration",2
T030322,maaa.wdu,1,2,"mdc, normalized_transliteration",2
T030327,majw-ht,1,2,"mdc, normalized_transliteration",2
T030329,marwjw,1,2,"mdc, normalized_transliteration",2
T030330,marwjw.pl,1,2,"mdc, normalized_transliteration",2
T030334,md.pl,1,2,"mdc, normalized_transliteration",2
T030335,mdd.t,1,2,"mdc, normalized_transliteration",2
T030338,mdwi.t.n,1,2,"mdc, normalized_transliteration",2
T030340,mh-1,1,2,"mdc, normalized_transliteration",2
T030345,mh-jb-nj-nswt,1,2,"mdc, normalized_transliteration",2
T030346,mh.pl,1,2,"mdc, normalized_transliteration",2
T030351,mhjt.pl,1,2,"mdc, normalized_transliteration",2
T030352,mhnf,1,2,"mdc, normalized_transliteration",2
T030358,mjaz.w,1,2,"mdc, normalized_transliteration",2
T030361,mjnt.pl,1,2,"mdc, normalized_transliteration",2
T030362,mjtj.pl,1,2,"mdc, normalized_transliteration",2
T030363,mki.tj,1,2,"mdc, normalized_transliteration",2
T030370,mnd.pl,1,2,"mdc, normalized_transliteration",2
T030371,mnd.wj,1,2,"mdc, normalized_transliteration",2
T030372,mndf,1,2,"mdc, normalized_transliteration",2
T030375,mnhz.jw,1,2,"mdc, normalized_transliteration",2
T030377,mnjnt-wrt,1,2,"mdc, normalized_transliteration",2
T030390,mri.yw-ntr,1,2,"mdc, normalized_transliteration",2
T030397,mrr.wt,1,2,"mdc, normalized_transliteration",2
T030400,mrw.pl,1,2,"mdc, normalized_transliteration",2
T030418,msi.yw,1,2,"mdc, normalized_transliteration",2
T030419,msj.n,1,2,"mdc, normalized_transliteration",2
T030420,msr.tj,1,2,"mdc, normalized_transliteration",2
T030421,msw-njswt,1,2,"mdc, normalized_transliteration",2
T030422,msw.pl-nsw,1,2,"mdc, normalized_transliteration",2
T030425,mtn.w.pl,1,2,"mdc, normalized_transliteration",2
T030427,mtr.w.pl,1,2,"mdc, normalized_transliteration",2
T030435,mxaw,1,2,mdc,1
T030440,mzh.pl,1,2,"mdc, normalized_transliteration",2
T030443,n-ajrrf,1,2,"mdc, normalized_transliteration",2
T030444,n-arrf,1,2,"mdc, normalized_transliteration",2
T030448,n-ntj,1,2,"mdc, normalized_transliteration",2
T030452,n-wrdnf,1,2,"mdc, normalized_transliteration",2
T030453,naa.t,1,2,"mdc, normalized_transliteration",2
T030458,natj.w,1,2,"mdc, normalized_transliteration",2
T030459,nb-bapl,1,2,"mdc, normalized_transliteration",2
T030460,nb-ddwt,1,2,"mdc, normalized_transliteration",2
T030461,nb-dwat,1,2,"mdc, normalized_transliteration",2
T030472,nb-qbhw,1,2,"mdc, normalized_transliteration",2
T030474,nb-tawj-jwnw,1,2,"mdc, normalized_transliteration",2
T030475,nb-tmw,1,2,"mdc, normalized_transliteration",2
T030478,nb.w-dat,1,2,"mdc, normalized_transliteration",2
T030489,nbw-ka.pl-ra,1,2,"mdc, normalized_transliteration",2
T030512,ngng,1,2,"mdc, normalized_transliteration",2
T030513,nh_,1,2,"mdc, normalized_transliteration",2
T030519,nhnh,1,2,normalized_transliteration,1
T030532,nm.wt,1,2,"mdc, normalized_transliteration",2
T030534,nmj.w-say.pl,1,2,"mdc, normalized_transliteration",2
T030537,nnbt-bast,1,2,"mdc, normalized_transliteration",2
T030544,nsnj.pl,1,2,"mdc, normalized_transliteration",2
T030547,ntr-anh,1,2,"lemma_forms, normalized_transliteration",2
T030549,ntr.pl-m-pt,1,2,"mdc, normalized_transliteration",2
T030553,ntr.w.pl,1,2,"mdc, normalized_transliteration",2
T030554,ntr.wj.du,1,2,"mdc, normalized_transliteration",2
T030555,ntri.t,1,2,"mdc, normalized_transliteration",2
T030558,nwi.y,1,2,"mdc, normalized_transliteration",2
T030561,nxnx,1,2,mdc,1
T030566,pa-ndm,1,2,"mdc, normalized_transliteration",2
T030567,pa-ntj-7,1,2,"mdc, normalized_transliteration",2
T030577,paj-basa,1,2,"mdc, normalized_transliteration",2
T030581,pd-nmtt.pl,1,2,"mdc, normalized_transliteration",2
T030591,pn-jmn,1,2,"mdc, normalized_transliteration",2
T030592,pna.w,1,2,"mdc, normalized_transliteration",2
T030603,pr.n,1,2,"mdc, normalized_transliteration",2
T030604,pri-jb,1,2,"mdc, normalized_transliteration",2
T030605,pri.tn,1,2,"mdc, normalized_transliteration",2
T030609,ps.n,1,2,"mdc, normalized_transliteration",2
T030610,psd.pl,1,2,"mdc, normalized_transliteration",2
T030611,psdi.t,1,2,"mdc, normalized_transliteration",2
T030617,pth-zkrj,1,2,"mdc, normalized_transliteration",2
T030622,pw-trj,1,2,"mdc, normalized_transliteration",2
T030625,qab.w,1,2,"mdc, normalized_transliteration",2
T030629,qai.w,1,2,"mdc, normalized_transliteration",2
T030633,qay.pl,1,2,"mdc, normalized_transliteration",2
T030634,qay.t,1,2,"mdc, normalized_transliteration",2
T030635,qb.pl,1,2,"mdc, normalized_transliteration",2
T030649,r-gs.du,1,2,"mdc, normalized_transliteration",2
T030650,r-gsdu,1,2,"mdc, normalized_transliteration",2
T030651,r-jmj-wtj,1,2,"mdc, normalized_transliteration",2
T030661,ra-n-kmt,1,2,"mdc, normalized_transliteration",2
T030668,rdi-hnmw,1,2,"mdc, normalized_transliteration",2
T030669,rdi.ka,1,2,"mdc, normalized_transliteration",2
T030670,rdi.ntw,1,2,"mdc, normalized_transliteration",2
T030674,rhn.t,1,2,"mdc, normalized_transliteration",2
T030675,rhni.t,1,2,"mdc, normalized_transliteration",2
T030676,rmi.wt,1,2,"mdc, normalized_transliteration",2
T030683,rnnt.pl,1,2,"mdc, normalized_transliteration",2
T030685,rnpi.y,1,2,"mdc, normalized_transliteration",2
T030686,rnpw.t,1,2,"mdc, normalized_transliteration",2
T030687,rnpyt.pl,1,2,"mdc, normalized_transliteration",2
T030689,rrmt.pl,1,2,"mdc, normalized_transliteration",2
T030691,rsj-r,1,2,"mdc, normalized_transliteration",2
T030695,rtj,1,2,"mdc, normalized_transliteration",2
T030696,rw.pl,1,2,"mdc, normalized_transliteration",2
T030706,sa__,1,2,"mdc, normalized_transliteration",2
T030713,sajs.n,1,2,"mdc, normalized_transliteration",2
T030717,sar.n,1,2,"mdc, normalized_transliteration",2
T030719,sasa.t.n,1,2,"mdc, normalized_transliteration",2
T030720,sat-raw,1,2,"mdc, normalized_transliteration",2
T030727,sbk-aa,1,2,"mdc, normalized_transliteration",2
T030729,sbq.w,1,2,"mdc, normalized_transliteration",2
T030733,sdayt,1,2,"mdc, normalized_transliteration",2
T030735,sdfa.w,1,2,"mdc, normalized_transliteration",2
T030738,sdi.t.n,1,2,"mdc, normalized_transliteration",2
T030746,sft.pl,1,2,"mdc, normalized_transliteration",2
T030749,sfytf,1,2,"mdc, normalized_transliteration",2
T030767,shdw-wr,1,2,"mdc, normalized_transliteration",2
T030769,shq,1,2,lemma_forms,1
T030777,sjzj,1,2,lemma_forms,1
T030778,ska.tw,1,2,"mdc, normalized_transliteration",2
T030782,sma.du,1,2,"mdc, normalized_transliteration",2
T030787,smi.yw,1,2,"mdc, normalized_transliteration",2
T030789,smm.pl,1,2,"mdc, normalized_transliteration",2
T030797,sn.nw.du,1,2,"mdc, normalized_transliteration",2
T030798,sn_,1,2,"mdc, normalized_transliteration",2
T030801,snapl,1,2,"mdc, normalized_transliteration",2
T030807,snjdu,1,2,"mdc, normalized_transliteration",2
T030808,snm.tj,1,2,"mdc, normalized_transliteration",2
T030810,snn.tw,1,2,"mdc, normalized_transliteration",2
T030834,spswf,1,2,"mdc, normalized_transliteration",2
T030837,sqai.t,1,2,"mdc, normalized_transliteration",2
T030838,sqd.w,1,2,"mdc, normalized_transliteration",2
T030839,sqdd.t,1,2,"mdc, normalized_transliteration",2
T030844,srf.w,1,2,"mdc, normalized_transliteration",2
T030851,ssd.w,1,2,"mdc, normalized_transliteration",2
T030861,st-htp,1,2,"mdc, normalized_transliteration",2
T030863,sta.tj,1,2,"mdc, normalized_transliteration",2
T030877,sts.w,1,2,"mdc, normalized_transliteration",2
T030878,sts.yt,1,2,"mdc, normalized_transliteration",2
T030879,stsj,1,2,"mdc, normalized_transliteration",2
T030880,stsj.t,1,2,"mdc, normalized_transliteration",2
T030882,sw-sn,1,2,"mdc, normalized_transliteration",2
T030886,swab.w,1,2,"mdc, normalized_transliteration",2
T030889,swst.t.n,1,2,"mdc, normalized_transliteration",2
T030890,swy.pl,1,2,"mdc, normalized_transliteration",2
T030895,ta-hat,1,2,"mdc, normalized_transliteration",2
T030896,ta-hd.pl,1,2,"mdc, normalized_transliteration",2
T030901,ta-tmmpl,1,2,"mdc, normalized_transliteration",2
T030911,tay-sjra,1,2,"mdc, normalized_transliteration",2
T030915,taz.y,1,2,"mdc, normalized_transliteration",2
T030916,tb.w,1,2,"mdc, normalized_transliteration",2
T030919,tfi.y,1,2,"mdc, normalized_transliteration",2
T030920,tha.pl,1,2,"mdc, normalized_transliteration",2
T030923,thnw.pl,1,2,"mdc, normalized_transliteration",2
T030927,tm.t.n,1,2,"mdc, normalized_transliteration",2
T030931,tni.kw,1,2,"mdc, normalized_transliteration",2
T030932,tni.tw,1,2,"mdc, normalized_transliteration",2
T030937,tp-jhw,1,2,"mdc, normalized_transliteration",2
T030939,tpg,1,2,lemma_forms,1
T030945,tpj.n,1,2,"mdc, normalized_transliteration",2
T030951,tra,1,2,lemma_forms,1
T030956,twa.jw,1,2,"mdc, normalized_transliteration",2
T030960,twti.pl,1,2,"mdc, normalized_transliteration",2
T030969,wab-hrj-za,1,2,"mdc, normalized_transliteration",2
T030975,wah.y,1,2,"mdc, normalized_transliteration",2
T030980,ward.t,1,2,"mdc, normalized_transliteration",2
T030982,wart.pl,1,2,"mdc, normalized_transliteration",2
T030994,wdd.j,1,2,"mdc, normalized_transliteration",2
T030998,wdi.yt,1,2,"mdc, normalized_transliteration",2
T031000,webergruppe,1,2,translation,1
T031001,wha-rmw,1,2,"mdc, normalized_transliteration",2
T031003,whm.tj,1,2,"mdc, normalized_transliteration",2
T031008,wmt-jb,1,2,"mdc, normalized_transliteration",2
T031010,wndwt.pl,1,2,"mdc, normalized_transliteration",2
T031016,wp-snjdu,1,2,"mdc, normalized_transliteration",2
T031020,wpi.w.t,1,2,"mdc, normalized_transliteration",2
T031029,wr-nb-kmwj,1,2,"mdc, normalized_transliteration",2
T031030,wr-nj-nswt-aa-nj-bjtj,1,2,"mdc, normalized_transliteration",2
T031036,wrmt.pl,1,2,"mdc, normalized_transliteration",2
T031038,wrs.w,1,2,"mdc, normalized_transliteration",2
T031040,wrt-hka,1,2,"mdc, normalized_transliteration",2
T031042,wrw-spswf,1,2,"mdc, normalized_transliteration",2
T031044,ws_,1,2,"mdc, normalized_transliteration",2
T031045,wsd.tw,1,2,"mdc, normalized_transliteration",2
T031055,xaiy,1,2,mdc,1
T031056,xarjt,1,2,mdc,1
T031062,xjxj,1,2,mdc,1
T031063,xmnyw,1,2,mdc,1
T031068,xpws,1,2,mdc,1
T031070,xst,1,2,mdc,1
T031072,xtft,1,2,mdc,1
T031076,za-jni-hrt,1,2,"mdc, normalized_transliteration",2
T031082,zab-ra-nhn,1,2,"lemma_forms, normalized_transliteration",2
T031086,zat-hty,1,2,"mdc, normalized_transliteration",2
T031087,zat.j,1,2,"mdc, normalized_transliteration",2
T031088,zau.t,1,2,"mdc, normalized_transliteration",2
T031089,zaw-a.pl,1,2,"mdc, normalized_transliteration",2
T031094,zmat-tadu,1,2,"mdc, normalized_transliteration",2
T031095,znb.n,1,2,"mdc, normalized_transliteration",2
T031101,zwr.n,1,2,"mdc, normalized_transliteration",2
T031109,anrede,1,2,translation,1
T031115,bereisen,1,2,translation,1
